Parameter,Type,Min,Max,Default,Description,Example
Expiration_Period_Kappa,float,1.17549E-38,3.40282E+38,-1,"The shape value for the expiration period, in days, when **Expiration_Period_Distribution** is set to WEIBULL_DISTRIBUTION.",[link](../json/campaign-usagedependentbednet-expiration-period-kappa.json)
Expiration_Period_Lambda,float,1.17549E-38,3.40282E+38,-1,"The scale value for the expiration period, in days, when **Expiration_Period_Distribution** is set to WEIBULL_DISTRIBUTION.",[link](../json/campaign-usagedependentbednet-expiration-period-lambda.json)
Expiration_Period_Log_Normal_Mu,float,-3.40282e+38,1.70141e+38,3.40282E+38,"The mean of the expiration period, in days, when **Expiration_Period_Distribution** is set to LOG_NORMAL_DISTRIBUTION.",[link](../json/campaign-usagedependentbednet-expiration-period-log-normal-mu.json)
Expiration_Period_Log_Normal_Sigma,float,-3.40282e+38,1.70141e+38,3.40282E+38,"The width of the expiration period, in days, when **Expiration_Period_Distribution** is set to LOG_NORMAL_DISTRIBUTION.",[link](../json/campaign-usagedependentbednet-expiration-period-log-normal-sigma.json)
Expiration_Period_Max,float,0,3.40282E+38,-1,"The maximum expiration period, in days, when **Expiration_Period_Distribution** is set to UNIFORM_DISTRIBUTION.",[link](../json/campaign-usagedependentbednet-expiration-period-max.json)
Expiration_Period_Mean_1,float,1.17549E-38,3.40282E+38,-1,"The mean of the first exponential distribution, in days, when **Expiration_Period_Distribution** is set to DUAL_EXPONENTIAL_DISTRIBUTION.",[link](../json/campaign-usagedependentbednet-expiration-period-mean-1.json)
Expiration_Period_Mean_2,float,1.17549E-38,3.40282E+38,-1,"The mean of the second exponential distribution, in days, when **Expiration_Period_Distribution** is set to DUAL_EXPONENTIAL_DISTRIBUTION.",[link](../json/campaign-usagedependentbednet-expiration-period-mean-2.json)
Expiration_Period_Min,float,0,3.40282E+38,-1,"The minimum expiration period, in days, when **Expiration_Period_Distribution** is set to UNIFORM_DISTRIBUTION.",[link](../json/campaign-usagedependentbednet-expiration-period-min.json)
Expiration_Period_Peak_2_Value,float,0,3.40282E+38,-1,"The expiration period value to assign to the remaining bednets, in days, when **Expiration_Period_Distribution** is set to DUAL_CONSTANT_DISTRIBUTION.",[link](../json/campaign-usagedependentbednet-expiration-period-peak-2-value.json)
Expiration_Period_Poisson_Mean,float,0,3.40282E+38,-1,"The mean of the expiration period, in days, when **Expiration_Period** is set to POISSON_DISTRIBUTION.",[link](../json/campaign-usagedependentbednet-expiration-period-poisson-mean.json)
Expiration_Period_Proportion_0,float,0,1,-1,The proportion of bednets to assign a value of zero days until expiration when **Expiration_Period_Distribution** is set to DUAL_CONSTANT_DISTRIBUTION.,[link](../json/campaign-usagedependentbednet-expiration-period-proportion-0.json)
Expiration_Period_Proportion_1,float,0,1,-1,The proportion of bednets in the first exponential distribution.,[link](../json/campaign-usagedependentbednet-expiration-period-proportion-1.json)
Insecticide_Name,string,NA,NA,UNINITIALIZED STRING,"The name of the insecticide defined in  <config.Insecticides>  for this intervention.  If insecticides are being used,  this must be defined as one of those values; if they are not being used this can be empty.  It cannot have a value if you did not configure <config.Insecticides>.",[link](../json/campaign-usagedependentbednet-insecticide-name.json)
Intervention_Name,string,NA,NA,UsageDependentBednet,The optional name used to refer to this intervention as a means to differentiate it from others that use the same class.,[link](../json/campaign-usagedependentbednet-intervention-name.json)
Killing_Config,json object,NA,NA,NA,"The configuration of the rate at which mosquitoes die, conditional on a successfully blocked feed.  Specify how this effect decays over time using one of the [Waning effect classes](parameter-campaign-waningeffects.md).",[link](../json/campaign-usagedependentbednet-killing-config.json)
New_Property_Value,string,NA,NA,"""""","An optional **IndividualProperty** key:value pair that will be assigned when the intervention is applied. See [IndividualProperties and NodeProperties](parameter-demographics.md#nodeproperties-and-individualproperties) parameters for more information. Generally used to indicate the broad category of health care cascade to which an intervention belongs to prevent individuals from accessing care through multiple pathways. For example, if an individual must already be taking a particular medication to be prescribed a new one. ",[link](../json/campaign-usagedependentbednet-new-property-value.json)
Received_Event,enum,NA,NA,"""""","This parameter broadcasts when a new net is received, either the first net or a replacement net. See [Event list](parameter-campaign-event-list.md) for possible values.
",[link](../json/campaign-usagedependentbednet-received-event.json)
Repelling_Config,json object,NA,NA,NA,Defines a waning effect that determines the probability that a vector is repelled due to the intervention. Specify how this effect decays over time using one of the [Waning effect classes](parameter-campaign-waningeffects.md).,[link](../json/campaign-usagedependentbednet-repelling-config.json)
Usage_Config_List,array of json objects,NA,NA,NA,The list of **WaningEffects** whose effects are multiplied together to get the usage effect. Specify how this effect decays over time using one of the [Waning effect classes](parameter-campaign-waningeffects.md).,[link](../json/campaign-usagedependentbednet-usage-config-list.json)
Using_Event,enum,NA,NA,NA,"This parameter broadcasts each time step in which a bed net is used. See [Event list](parameter-campaign-event-list.md) for possible values.
",[link](../json/campaign-usagedependentbednet-using-event.json)
